Colour (TCU),Turbidity (NTU),pH,Conductivity (uS/cm),Total Dissolved Solids (mg/l),Total Hardness (mg/l as CaCO3),Aluminium (mg/l),Chloride (mg/l),Total Iron (mg/l),Sodium (mg/l),Sulphate (mg/l),Zinc (mg/l),Magnesium (mg/l),Calcium (mg/l),Potassium (mg/l),Nitrate (mg/l),Phosphate (mg/l),Potability
18.1,9.72,4.36,2230.9,1002.65,351.82,0.29,460.94,0.39,318.26,507.93,8.71,116.14,214.18,77.52,75.56,4.24,non-potable
26.81,7.11,13.76,2328.37,1148.96,430.8,0.23,313.21,0.39,266.49,741.76,5.47,108.35,207.59,78.14,64.0,3.26,non-potable
17.15,7.29,9.02,2594.26,1952.96,508.22,0.37,367.33,0.54,250.51,436.02,9.43,131.83,190.02,88.06,65.82,2.5,non-potable
26.35,7.15,5.61,1844.73,1413.9,562.98,0.36,282.99,0.56,303.58,583.74,9.6,137.01,287.26,94.59,62.51,3.28,non-potable
17.5,8.66,12.75,2664.57,1180.38,514.13,0.24,257.65,0.56,331.99,714.34,6.0,104.54,268.93,88.08,84.68,2.96,non-potable
28.82,7.02,5.6,2943.63,1111.56,580.45,0.21,303.85,0.36,264.99,726.49,8.21,186.48,258.99,64.63,84.2,3.94,non-potable
18.23,5.91,1.13,2218.85,1615.38,596.88,0.26,484.24,0.44,233.2,781.61,9.71,101.67,216.78,99.2,52.0,2.56,non-potable
27.82,6.1,4.24,1887.84,1897.64,537.79,0.35,371.07,0.56,317.01,589.13,5.8,172.1,226.18,62.48,47.72,3.64,non-potable
22.6,7.34,1.79,1504.15,1219.51,307.21,0.28,498.54,0.34,309.98,755.54,7.21,191.07,155.39,61.75,86.54,3.45,non-potable
29.5,7.9,3.41,1763.39,1606.24,385.28,0.36,461.74,0.31,343.51,506.56,9.01,199.81,218.31,72.46,77.46,3.67,non-potable
27.48,9.55,2.72,2768.89,1675.89,371.36,0.21,324.85,0.35,289.53,678.47,6.02,187.42,222.43,94.94,78.33,4.15,non-potable
16.48,9.49,9.24,2848.62,1729.26,566.09,0.33,411.39,0.31,204.72,443.68,8.42,115.6,225.12,75.28,51.16,2.58,non-potable
18.66,7.3,2.48,2884.36,1291.77,435.99,0.4,453.62,0.46,366.39,569.93,6.68,171.22,155.63,95.97,75.44,2.32,non-potable
23.72,5.96,5.11,2430.07,1297.02,305.43,0.25,302.28,0.4,296.25,711.15,8.67,143.98,216.95,58.45,59.16,3.62,non-potable
18.63,7.34,9.12,1853.48,1716.83,306.5,0.31,303.14,0.58,251.7,600.13,9.69,126.34,282.38,96.89,55.8,2.61,non-potable
22.61,9.73,1.12,2461.96,1522.38,405.26,0.4,474.89,0.53,373.27,531.74,6.66,130.35,212.73,78.56,83.99,3.04,non-potable
28.61,9.57,4.99,1684.05,1207.84,476.34,0.29,396.66,0.46,282.33,554.14,5.52,174.01,171.12,71.93,64.46,4.21,non-potable
19.23,5.87,4.47,1613.2,1268.09,423.93,0.31,430.59,0.37,205.32,472.39,7.48,166.68,159.08,73.05,70.12,4.3,non-potable
16.24,6.81,2.48,2568.76,1331.13,540.65,0.3,346.0,0.56,229.64,466.89,6.55,186.34,159.79,90.05,89.47,4.1,non-potable
24.07,6.94,2.64,2383.94,1011.01,361.52,0.35,343.59,0.49,390.22,477.31,7.44,147.14,163.41,78.34,69.31,3.4,non-potable
25.24,5.36,11.39,1963.19,1369.02,319.54,0.31,362.86,0.47,384.98,511.0,6.98,185.44,276.53,62.23,85.31,2.88,non-potable
26.14,9.37,5.93,2364.72,1226.59,574.28,0.35,256.06,0.57,224.02,716.4,8.12,194.18,168.11,94.48,80.39,2.49,non-potable
15.3,8.41,10.23,2947.66,1705.65,526.46,0.33,455.83,0.42,206.28,518.24,5.28,167.55,172.62,69.21,68.6,2.41,non-potable
25.34,9.91,8.53,1567.52,1302.96,417.22,0.23,267.75,0.31,291.92,627.27,7.28,100.27,252.84,71.51,59.3,3.11,non-potable
26.35,9.72,11.2,2712.54,1330.59,492.82,0.27,357.95,0.57,260.93,589.64,5.81,110.99,153.27,69.94,60.92,3.87,non-potable
19.23,7.37,10.94,2794.16,1319.12,530.35,0.36,480.07,0.31,333.7,438.41,9.8,191.25,271.55,65.73,74.37,4.31,non-potable
16.22,5.78,5.81,1922.16,1099.16,418.53,0.31,297.11,0.45,253.6,596.22,5.59,160.52,255.24,85.38,75.37,2.99,non-potable
16.64,5.58,9.76,2218.38,1029.61,573.22,0.31,386.39,0.39,258.86,539.8,9.77,116.55,294.57,59.5,55.79,3.34,non-potable
18.38,5.41,10.28,1564.78,1720.69,483.73,0.29,481.17,0.45,285.71,424.52,6.11,106.57,220.01,60.05,69.62,2.58,non-potable
20.35,5.53,10.07,2433.5,1377.32,503.43,0.22,280.34,0.58,306.75,719.04,8.25,174.38,274.14,78.98,69.88,4.05,non-potable
23.86,8.87,3.87,1817.03,1044.71,528.32,0.21,473.49,0.56,209.78,680.26,6.19,129.63,164.65,80.45,62.39,2.33,non-potable
23.69,7.28,8.93,2583.98,1007.98,586.14,0.23,302.01,0.54,305.55,499.25,8.18,145.79,297.31,75.46,55.4,2.96,non-potable
25.6,8.82,1.05,2181.52,1252.46,423.8,0.22,384.15,0.56,229.66,699.23,7.24,112.27,269.16,90.45,54.91,4.27,non-potable
15.33,7.58,13.99,2382.64,1259.04,334.35,0.28,283.79,0.53,368.26,655.13,6.53,113.77,161.27,83.24,61.46,4.36,non-potable
18.04,5.42,12.18,2893.42,1451.42,415.68,0.26,307.66,0.32,302.55,408.88,7.96,178.12,176.1,78.12,75.65,2.62,non-potable
16.06,7.78,5.72,2434.75,1983.08,472.62,0.34,280.79,0.59,311.25,629.49,5.56,153.49,170.58,99.45,55.62,2.68,non-potable
23.0,5.45,12.12,1714.39,1766.91,457.75,0.27,345.34,0.41,256.52,665.23,5.83,114.56,216.42,52.37,54.15,2.64,non-potable
27.0,8.67,10.13,1618.03,1385.85,501.75,0.21,331.74,0.58,316.66,755.42,8.15,175.44,283.5,90.64,77.24,3.76,non-potable
27.77,6.51,5.28,2935.24,1426.08,463.91,0.31,324.39,0.51,322.27,562.55,8.94,153.1,196.29,55.97,89.75,3.52,non-potable
27.57,6.45,0.33,2380.37,1727.42,379.42,0.24,494.22,0.52,358.68,767.68,9.41,156.43,252.36,94.28,85.85,3.25,non-potable
22.05,9.11,2.82,2352.84,1689.77,553.98,0.39,495.83,0.43,264.31,597.6,7.07,150.13,257.16,82.56,49.32,2.28,non-potable
18.99,7.31,10.34,2729.71,1929.09,589.56,0.31,257.13,0.53,344.71,657.54,5.31,142.27,287.31,88.02,48.69,2.96,non-potable
21.6,5.78,0.89,2888.48,1042.05,583.51,0.3,416.4,0.53,389.94,541.5,6.56,134.26,280.82,52.37,45.43,2.88,non-potable
17.35,8.38,9.25,1980.65,1433.88,457.45,0.31,272.02,0.49,342.44,466.43,5.88,120.84,282.11,82.27,57.76,3.11,non-potable
18.85,9.79,8.53,2911.23,1852.44,558.04,0.34,296.77,0.55,380.84,452.68,6.45,190.04,235.85,58.94,54.82,3.24,non-potable
19.41,7.33,11.26,1689.79,1736.39,574.09,0.34,489.47,0.31,236.33,443.77,8.42,110.19,291.85,51.94,70.54,2.83,non-potable
21.97,9.82,9.36,2966.81,1547.69,544.15,0.23,473.37,0.55,369.75,476.57,5.43,154.72,206.48,83.73,85.54,4.28,non-potable
25.49,9.53,2.11,1573.4,1733.47,437.03,0.38,273.38,0.38,363.61,476.85,5.26,174.02,216.93,90.78,62.09,2.94,non-potable
25.06,8.12,13.31,2523.29,1838.6,497.8,0.26,276.21,0.52,393.84,780.95,9.53,138.17,273.86,64.55,76.47,3.41,non-potable
15.92,9.5,12.24,2971.88,1853.88,448.51,0.32,450.02,0.53,345.96,486.33,5.22,167.95,197.91,81.61,76.27,3.64,non-potable
24.62,6.65,9.0,2449.93,1713.82,411.8,0.25,252.91,0.5,355.96,773.56,8.87,176.96,150.13,69.52,48.58,3.57,non-potable
25.26,6.42,0.96,2164.54,1397.81,557.46,0.32,416.34,0.47,208.86,722.72,5.86,104.53,217.35,77.29,54.04,2.32,non-potable
28.02,8.56,10.97,2798.62,1459.66,417.8,0.29,360.25,0.44,309.62,663.73,8.89,147.09,289.51,75.17,77.73,2.88,non-potable
23.37,7.3,0.47,2101.12,1452.25,575.02,0.25,292.33,0.58,260.21,608.9,5.84,143.82,221.18,82.78,75.93,3.39,non-potable
23.76,6.55,10.9,2129.0,1578.22,421.09,0.31,299.22,0.31,251.57,760.36,6.92,118.43,251.17,70.63,69.18,3.56,non-potable
18.27,9.32,1.51,2994.95,1284.1,335.65,0.38,343.14,0.39,389.92,734.25,5.97,187.24,206.77,96.72,64.67,2.23,non-potable
23.18,8.39,3.81,1688.05,1832.43,548.74,0.4,454.76,0.56,226.83,799.88,8.13,179.38,213.35,68.81,72.56,2.79,non-potable
25.95,5.93,11.11,2315.23,1995.65,309.86,0.32,349.38,0.57,244.02,523.04,9.64,179.2,158.41,95.6,88.9,3.18,non-potable
19.56,9.53,13.8,2683.87,1943.88,594.1,0.33,344.28,0.39,289.73,401.73,6.84,107.28,250.66,80.98,86.48,2.51,non-potable
28.52,9.01,13.43,1968.16,1853.39,445.83,0.2,341.23,0.31,307.12,468.26,8.26,111.22,205.83,96.9,48.66,3.31,non-potable
28.16,7.07,2.4,2564.42,1311.29,334.04,0.31,295.1,0.6,372.97,760.9,8.05,145.27,217.95,97.48,75.72,2.96,non-potable
17.71,8.8,3.44,1875.37,1334.46,436.5,0.2,299.06,0.54,274.76,652.62,7.09,106.66,155.87,71.74,80.5,2.92,non-potable
28.93,6.64,8.66,2338.59,1046.74,328.34,0.27,438.75,0.35,304.37,599.44,9.57,115.38,178.16,55.5,74.87,2.58,non-potable
28.84,6.07,8.94,2176.79,1545.99,396.83,0.37,462.51,0.47,241.29,586.73,9.3,199.92,163.49,90.33,58.02,3.64,non-potable
23.29,7.4,9.65,2162.11,1226.17,420.79,0.26,409.82,0.36,282.16,556.02,9.98,133.88,270.02,83.86,88.13,4.06,non-potable
27.14,7.66,8.75,2416.92,1598.84,513.71,0.21,382.81,0.59,324.89,793.8,6.7,161.38,252.14,67.42,79.34,3.35,non-potable
17.7,7.1,13.17,1980.61,1325.44,300.71,0.22,314.15,0.57,203.45,747.36,5.15,169.12,248.37,56.78,89.56,4.28,non-potable
26.35,8.23,9.57,2397.29,1634.87,557.67,0.27,305.98,0.33,393.32,425.49,6.68,157.55,246.85,95.61,62.24,2.28,non-potable
29.48,6.21,12.29,1598.8,1750.17,531.15,0.36,417.36,0.32,205.26,519.0,7.8,164.88,157.73,60.92,51.25,2.97,non-potable
21.48,5.01,0.07,2607.0,1427.89,352.66,0.24,431.83,0.47,320.35,656.42,5.06,166.2,203.14,69.11,69.15,3.72,non-potable
25.98,8.55,0.44,2435.22,1135.6,567.73,0.33,495.03,0.5,260.28,535.57,5.14,192.58,264.62,62.84,58.66,3.75,non-potable
21.71,6.05,0.86,2009.1,1957.19,372.09,0.33,468.73,0.31,341.75,556.24,6.94,101.05,194.71,58.85,72.21,3.74,non-potable
27.78,8.98,13.76,2055.39,1588.29,302.97,0.36,288.28,0.47,351.75,577.45,9.96,147.07,289.96,86.41,81.35,3.02,non-potable
20.39,9.64,3.82,2978.71,1902.32,352.14,0.31,373.91,0.44,360.24,503.84,9.36,192.04,167.54,59.72,45.29,4.1,non-potable
26.58,6.99,10.7,2484.53,1926.75,516.48,0.29,448.71,0.36,323.1,527.12,7.33,126.16,248.2,58.59,63.84,3.74,non-potable
18.21,9.56,9.31,2627.98,1468.66,309.16,0.2,287.12,0.31,218.96,602.69,5.42,129.1,244.39,53.75,71.17,2.63,non-potable
29.81,5.07,6.35,2750.8,1578.97,373.65,0.21,430.02,0.33,368.16,737.23,6.1,161.35,296.01,71.77,84.07,3.2,non-potable
26.63,6.24,1.61,1849.45,1994.71,525.53,0.24,317.65,0.36,232.97,496.16,9.91,151.54,161.82,75.62,84.71,3.0,non-potable
20.12,7.45,1.36,2494.44,1911.33,518.49,0.34,251.44,0.56,386.06,773.66,7.19,181.92,244.45,66.52,62.53,4.26,non-potable
26.57,9.22,4.52,2823.71,1517.27,491.95,0.37,404.65,0.35,227.81,717.91,8.77,140.75,158.51,66.16,60.59,4.39,non-potable
15.5,5.3,3.39,2232.7,1761.16,534.2,0.21,312.28,0.44,380.37,753.25,7.54,119.24,253.59,67.79,66.88,3.99,non-potable
19.18,5.16,3.63,2626.81,1300.58,486.52,0.37,326.91,0.36,275.59,767.3,5.94,106.55,179.13,88.72,79.26,3.87,non-potable
29.48,8.19,10.31,1667.56,1947.23,305.21,0.28,412.33,0.45,367.24,432.74,8.1,149.93,232.43,82.1,75.95,2.63,non-potable
18.19,6.01,1.45,2276.31,1912.01,494.53,0.34,493.63,0.37,244.5,751.03,6.05,142.0,288.49,60.42,67.32,3.94,non-potable
25.84,7.9,3.91,1930.49,1314.88,392.52,0.34,407.65,0.47,221.55,520.79,8.28,127.53,169.27,57.07,56.54,4.37,non-potable
18.8,7.95,9.92,2542.45,1912.57,562.09,0.22,464.44,0.52,241.56,588.44,6.66,181.23,209.37,81.04,50.8,3.8,non-potable
18.6,5.02,4.04,1919.31,1571.85,330.74,0.36,254.22,0.39,355.83,670.25,5.08,170.71,293.88,50.63,52.5,4.24,non-potable
23.82,9.59,4.96,2498.81,1453.62,582.88,0.26,284.34,0.37,239.55,498.17,5.6,181.46,175.74,85.96,56.0,3.11,non-potable
16.69,9.32,4.14,2512.52,1577.69,507.21,0.21,327.17,0.31,286.46,610.55,6.34,175.31,232.84,60.07,82.15,4.17,non-potable
23.92,9.88,13.83,2538.87,1199.93,587.31,0.31,449.85,0.31,203.07,663.74,8.43,146.09,196.54,74.02,56.97,3.64,non-potable
24.0,9.76,13.16,1577.22,1502.35,438.13,0.26,259.4,0.53,356.98,709.67,9.52,183.47,210.94,93.0,51.74,2.3,non-potable
21.87,5.54,11.57,2109.84,1523.4,596.24,0.24,389.14,0.5,340.97,700.37,9.61,147.22,270.38,93.37,45.28,2.67,non-potable
22.7,7.57,9.67,1985.17,1445.9,367.18,0.38,488.64,0.46,317.97,790.75,8.75,165.53,207.41,61.87,54.61,2.52,non-potable
26.97,7.22,2.8,2643.04,1627.49,556.99,0.23,372.18,0.52,280.78,454.95,7.86,198.63,162.54,69.9,64.25,4.15,non-potable
21.78,7.67,4.91,2592.06,1978.1,574.15,0.35,258.5,0.57,203.86,617.21,8.67,198.97,203.25,68.82,53.92,4.37,non-potable
19.02,8.01,9.46,2626.82,1178.04,401.15,0.39,287.17,0.5,311.31,684.41,8.0,141.66,225.51,68.03,65.73,3.12,non-potable
27.5,9.57,12.45,2469.72,1431.37,384.87,0.24,259.23,0.43,321.57,554.21,7.81,136.41,169.34,74.97,83.74,2.72,non-potable
16.51,8.41,5.99,2134.27,1361.68,450.02,0.22,322.71,0.32,348.34,673.06,7.42,166.0,214.63,71.95,70.87,2.93,non-potable
20.37,9.3,3.28,2848.36,1854.14,558.43,0.35,262.22,0.33,399.94,720.74,6.12,118.15,271.99,93.33,80.91,3.21,non-potable
22.05,7.85,5.8,2010.37,1416.95,317.1,0.21,348.39,0.58,322.09,696.35,6.32,148.02,281.14,91.17,79.57,2.81,non-potable
28.83,7.84,1.67,1977.92,1034.95,521.02,0.28,390.69,0.56,327.39,592.57,5.11,181.8,175.08,78.68,68.99,4.39,non-potable
23.85,6.95,2.69,1577.61,1114.59,379.47,0.24,383.92,0.58,335.52,431.74,5.65,147.69,261.82,51.63,64.08,2.58,non-potable
29.99,5.61,2.9,2087.95,1886.48,488.03,0.21,390.83,0.59,364.64,724.0,5.32,195.79,228.82,91.23,81.3,4.07,non-potable
18.21,6.74,3.94,1775.77,1512.76,422.58,0.34,381.64,0.45,354.93,587.96,8.58,147.99,283.26,92.63,73.18,3.17,non-potable
26.99,7.75,13.0,1682.76,1533.42,389.76,0.36,311.57,0.53,303.58,581.81,6.69,153.04,214.75,61.54,71.9,4.22,non-potable
29.66,6.62,6.34,2868.85,1457.72,365.84,0.35,398.4,0.55,338.33,767.78,6.9,102.33,276.94,94.43,60.26,2.84,non-potable
18.05,9.99,3.72,2357.49,1035.76,311.65,0.35,350.19,0.46,294.06,682.18,8.67,106.72,287.36,72.87,51.17,3.97,non-potable
21.35,6.68,12.35,2639.87,1059.44,471.94,0.2,330.32,0.4,234.03,750.99,6.87,194.41,155.34,65.79,57.54,3.4,non-potable
27.56,8.04,6.1,2120.2,1267.4,350.49,0.23,297.88,0.47,314.79,414.54,6.21,160.71,179.0,94.07,88.19,3.96,non-potable
24.72,9.6,12.79,2041.43,1821.71,421.0,0.31,257.76,0.31,364.91,456.26,9.37,114.62,224.41,90.64,76.48,4.13,non-potable
21.4,6.51,13.71,1624.95,1597.59,368.06,0.31,274.94,0.3,219.24,470.57,5.03,140.45,258.38,87.57,83.22,4.04,non-potable
25.7,5.7,10.64,1932.9,1924.8,453.99,0.34,314.07,0.38,326.97,596.77,9.14,139.63,237.84,73.15,83.81,2.71,non-potable
23.97,8.6,11.45,2650.98,1870.93,375.84,0.39,355.41,0.6,337.45,717.14,7.25,126.47,213.22,93.67,76.02,4.36,non-potable
26.16,5.51,13.38,2244.29,1309.3,569.56,0.38,342.34,0.34,226.19,747.58,9.74,143.94,220.83,86.24,81.63,2.7,non-potable
15.63,9.56,1.89,2031.74,1550.07,324.58,0.21,471.74,0.59,313.66,585.91,6.15,161.48,164.14,65.42,56.39,3.17,non-potable
17.35,7.93,6.28,2355.12,1260.07,527.54,0.29,460.18,0.57,313.55,413.57,5.83,185.12,154.03,97.72,57.22,2.23,non-potable
24.07,5.85,8.87,2544.44,1245.54,464.0,0.24,270.96,0.59,274.08,547.52,5.97,170.97,246.8,82.09,73.03,4.15,non-potable
25.25,6.61,10.02,2738.9,1489.74,526.73,0.31,448.05,0.47,217.98,712.99,8.21,120.56,165.72,56.0,75.02,3.29,non-potable
21.46,5.18,10.27,1881.9,1213.38,499.17,0.37,478.1,0.32,217.21,628.87,7.81,122.43,188.74,59.8,69.55,3.36,non-potable
27.82,8.78,2.02,2542.09,1040.29,487.94,0.29,301.9,0.52,266.68,656.77,7.75,168.93,211.99,72.11,81.13,3.6,non-potable
28.86,5.69,4.79,2491.87,1495.78,379.28,0.35,414.73,0.45,325.38,487.98,6.87,111.43,264.83,80.93,88.24,3.27,non-potable
24.59,7.1,13.07,1551.68,1127.66,394.8,0.32,442.55,0.36,316.47,507.4,9.68,104.9,170.61,92.57,60.3,4.01,non-potable
18.3,6.48,10.99,1792.82,1787.66,429.33,0.35,492.84,0.53,245.94,625.74,5.61,157.81,256.39,83.12,89.34,3.21,non-potable
29.36,8.43,11.56,1583.76,1632.52,368.04,0.4,315.32,0.36,383.52,628.49,9.12,194.86,204.39,99.19,53.13,2.76,non-potable
19.64,7.29,0.61,1892.6,1542.24,468.57,0.34,319.18,0.57,218.52,488.16,7.65,127.13,234.35,78.77,61.63,2.91,non-potable
19.2,8.08,10.56,1964.24,1174.69,362.12,0.21,297.04,0.54,371.88,625.03,7.95,189.73,163.67,96.91,83.97,3.16,non-potable
29.11,7.87,3.65,2708.48,1183.94,460.24,0.21,251.09,0.38,270.32,733.65,5.67,154.52,289.64,95.71,58.54,3.28,non-potable
15.28,7.04,1.1,2365.25,1489.28,569.42,0.28,333.25,0.53,332.01,533.8,8.4,170.43,177.28,63.93,59.17,2.9,non-potable
22.34,7.45,11.9,2450.92,1193.89,566.16,0.33,252.15,0.57,209.29,411.76,8.14,181.22,153.46,73.51,46.5,3.6,non-potable
24.98,7.05,13.77,1835.7,1366.32,328.73,0.33,443.42,0.43,310.88,698.5,7.5,106.78,158.33,52.35,69.79,3.17,non-potable
23.73,9.34,13.98,2867.38,1472.71,479.9,0.31,371.17,0.48,389.9,649.52,6.78,123.08,225.06,62.02,73.67,2.75,non-potable
20.08,5.28,12.3,2393.19,1373.39,438.38,0.35,287.03,0.56,368.89,599.29,6.26,147.88,297.31,82.43,81.36,3.31,non-potable
16.22,5.0,0.95,1691.18,1715.45,493.7,0.39,483.97,0.5,251.74,736.77,8.55,114.48,286.83,84.55,62.77,2.96,non-potable
29.1,9.8,0.86,2593.81,1192.0,501.98,0.28,290.61,0.39,352.4,618.16,7.86,178.02,209.99,77.83,79.56,3.97,non-potable
26.81,5.36,9.06,2712.66,1028.13,512.75,0.22,305.49,0.54,361.53,412.17,7.35,157.98,252.84,94.03,67.2,4.13,non-potable
17.51,9.45,1.78,2567.94,1123.65,571.64,0.2,412.6,0.38,334.43,704.13,7.19,160.45,231.66,60.97,65.39,4.05,non-potable
17.21,7.44,1.69,2969.31,1339.98,379.72,0.28,426.65,0.35,329.43,654.05,8.03,194.73,207.42,84.73,60.74,3.73,non-potable
17.04,7.44,13.7,2658.48,1736.57,491.77,0.22,462.71,0.45,306.17,673.12,7.36,193.87,192.46,63.25,57.91,3.0,non-potable
25.69,8.51,1.04,2486.71,1953.35,532.81,0.26,472.67,0.35,371.78,633.38,9.47,180.52,225.18,67.14,73.29,2.44,non-potable
26.17,6.29,5.93,2297.83,1022.25,496.5,0.37,435.26,0.5,268.46,497.24,9.27,194.16,272.96,65.22,86.07,2.28,non-potable
15.65,5.59,2.8,2863.8,1915.46,574.59,0.24,450.03,0.47,305.38,521.96,8.93,168.83,168.32,99.74,48.61,2.59,non-potable
21.04,8.35,13.89,1954.38,1489.75,523.02,0.22,432.07,0.49,215.43,784.07,5.6,109.19,169.7,68.68,70.08,3.54,non-potable
23.36,7.08,4.03,1923.92,1088.11,407.47,0.4,352.78,0.34,329.06,609.84,9.83,129.42,269.3,78.83,46.63,3.07,non-potable
25.49,6.53,8.51,2698.72,1355.29,428.1,0.36,386.31,0.3,325.12,414.17,9.49,174.49,244.95,66.49,55.62,3.18,non-potable
27.03,7.78,8.81,2367.44,1460.39,457.54,0.32,281.1,0.51,271.55,498.68,5.05,136.68,235.75,91.0,81.94,3.6,non-potable
29.59,6.35,2.39,2254.2,1905.32,599.01,0.22,476.32,0.44,260.91,679.3,5.29,192.89,219.94,58.58,71.21,2.63,non-potable
29.6,7.26,11.65,2633.66,1589.86,441.49,0.29,302.95,0.33,384.19,440.77,6.74,160.34,228.13,88.24,57.86,4.35,non-potable
20.37,7.59,1.37,2646.32,1703.88,459.06,0.39,401.03,0.52,244.23,439.21,8.09,128.91,212.36,76.36,88.73,2.74,non-potable
17.4,6.35,5.6,2793.22,1121.13,418.99,0.4,364.38,0.53,349.26,775.49,5.79,178.56,213.84,58.45,66.88,2.33,non-potable
23.42,8.77,9.66,2844.92,1861.15,334.11,0.3,287.83,0.47,233.67,627.27,5.97,161.62,274.51,96.59,86.73,2.51,non-potable
27.83,5.73,1.96,2869.88,1465.14,599.88,0.38,336.18,0.42,268.8,455.83,7.84,189.6,262.86,59.0,60.74,2.91,non-potable
26.63,8.47,4.97,2010.17,1988.64,355.45,0.26,330.67,0.41,268.15,523.75,6.47,129.65,280.32,85.23,52.54,3.34,non-potable
22.02,6.14,0.74,2712.66,1763.25,457.61,0.2,363.98,0.38,218.6,684.41,6.3,181.82,242.61,79.61,87.31,3.07,non-potable
28.86,8.43,10.19,1578.48,1849.61,502.55,0.32,395.71,0.45,303.73,649.28,8.81,135.86,289.97,81.54,50.86,2.66,non-potable
21.71,6.82,12.6,1843.85,1681.8,353.36,0.39,349.85,0.52,353.54,642.09,5.84,192.75,238.96,75.81,55.2,4.12,non-potable
19.41,6.17,12.62,2158.86,1253.98,584.83,0.3,330.55,0.44,256.21,621.86,8.46,170.01,196.52,86.37,63.57,2.41,non-potable
15.01,9.76,1.74,2946.88,1171.34,383.47,0.3,485.36,0.42,263.7,601.69,8.43,147.49,211.94,54.38,58.35,4.06,non-potable
18.63,8.84,9.76,2376.61,1075.75,536.72,0.33,324.1,0.57,210.89,685.65,7.49,151.15,159.93,67.51,56.51,3.77,non-potable
26.13,8.82,13.78,2269.07,1429.04,460.53,0.27,371.69,0.49,335.83,791.13,8.93,175.86,283.24,92.01,59.13,2.96,non-potable
19.31,9.38,11.54,2661.3,1572.85,437.57,0.23,294.26,0.4,292.58,548.26,5.1,128.1,263.09,56.55,70.41,2.97,non-potable
22.49,6.18,2.56,2032.97,1685.15,451.82,0.3,416.84,0.48,310.73,566.97,8.22,109.63,178.9,53.69,57.25,2.51,non-potable
27.66,7.85,12.64,2670.96,1652.54,588.48,0.35,314.38,0.52,338.46,427.32,9.32,140.86,263.51,65.22,71.69,2.39,non-potable
20.5,5.67,12.88,2750.85,1811.91,583.5,0.35,341.7,0.34,243.67,602.61,5.69,133.63,253.67,81.6,53.57,4.01,non-potable
26.4,6.78,9.92,1625.03,1946.49,485.61,0.26,439.43,0.5,211.45,584.8,7.18,103.68,173.54,90.67,68.43,3.46,non-potable
29.18,7.34,12.3,1664.13,1050.62,454.51,0.26,454.46,0.45,323.26,774.9,7.09,148.18,273.28,91.65,74.37,4.07,non-potable
22.7,5.76,2.87,2394.17,1492.77,498.01,0.32,294.31,0.33,326.83,492.59,5.59,199.73,232.71,71.49,83.12,4.33,non-potable
22.23,9.7,12.81,2291.38,1760.27,591.89,0.31,305.47,0.57,318.6,592.93,8.15,102.01,194.82,68.3,89.98,3.16,non-potable
25.76,7.05,3.35,1500.31,1633.78,436.02,0.35,388.27,0.47,209.44,786.52,6.62,145.54,247.57,60.26,62.79,3.26,non-potable
27.7,8.07,5.7,2284.61,1155.43,326.07,0.39,272.35,0.48,356.41,404.75,6.79,101.53,220.1,79.62,83.2,3.38,non-potable
15.83,8.11,13.18,2404.78,1725.14,320.25,0.24,478.73,0.41,308.38,717.91,9.3,158.88,156.55,83.27,70.06,3.75,non-potable
16.12,7.28,1.27,1796.42,1065.65,302.54,0.39,298.85,0.52,347.22,559.84,7.01,167.56,185.13,85.68,63.69,3.7,non-potable
21.89,8.49,9.95,2121.86,1364.4,573.34,0.38,455.57,0.56,343.8,701.8,8.33,148.39,151.49,94.26,62.04,3.45,non-potable
24.27,5.04,13.63,2354.22,1642.21,574.27,0.32,454.65,0.32,390.17,770.35,9.76,110.31,233.79,67.31,71.44,3.63,non-potable
21.25,5.14,1.75,2464.63,1876.32,416.11,0.33,364.06,0.53,257.38,579.72,8.58,133.0,201.79,68.0,83.18,3.17,non-potable
19.08,9.11,5.22,1844.04,1001.05,425.74,0.36,354.32,0.45,232.83,426.59,7.0,199.55,298.06,86.83,74.18,3.66,non-potable
25.14,6.49,1.77,2291.33,1939.81,458.06,0.23,443.32,0.54,306.12,778.93,7.37,176.57,271.79,73.76,61.66,2.7,non-potable
20.01,5.88,0.02,1914.3,1137.47,541.45,0.38,437.65,0.32,365.57,772.71,9.47,140.99,264.79,82.47,88.7,3.86,non-potable
17.49,7.57,8.63,2127.73,1171.0,455.3,0.28,330.64,0.39,379.14,402.62,8.97,119.66,247.11,59.99,64.88,4.05,non-potable
26.11,9.02,13.2,1741.86,1264.73,450.18,0.3,469.24,0.57,208.37,558.89,8.3,167.56,270.25,66.58,55.66,3.77,non-potable
19.94,9.31,3.87,1950.01,1775.8,429.18,0.2,353.83,0.37,380.45,535.79,8.27,172.94,267.78,75.98,62.14,4.19,non-potable
16.89,7.44,10.65,1707.85,1255.65,447.17,0.27,363.03,0.51,237.61,576.85,9.34,147.08,276.8,93.02,71.24,3.6,non-potable
21.91,5.54,3.34,2825.91,1367.09,350.2,0.28,459.11,0.49,365.0,570.2,8.44,171.29,159.57,89.05,59.31,4.14,non-potable
24.29,7.2,5.04,1598.38,1190.12,390.4,0.37,381.15,0.6,373.97,567.79,9.69,111.54,229.73,55.57,65.2,3.81,non-potable
27.77,5.16,0.6,1820.53,1139.84,463.77,0.21,372.42,0.43,358.77,466.52,8.32,192.89,254.91,82.4,67.49,3.3,non-potable
